index,ITEST_id,AveCorrect,skill,problemId,attemptCount,correct,consecutiveErrorsInRow,hint,hintCount,hintTotal,frIsHelpRequest,totalFrPercentPastWrong,frPast5WrongCount,frPast8WrongCount,RES_FRUSTRATED,res_level,label
226886,5778,0.304511278,interpreting-linear-equations,104051025,1,0,0,1,1,1,1,0.16666667,0,1,0.0,1,0.0
226943,5778,0.304511278,interpreting-linear-equations,104051019,1,1,0,0,0,0,0,0.2,2,3,0.009561398,0,0.0
226959,5778,0.304511278,graph-shape,104051020,1,1,0,0,0,0,0,1.0,1,1,0.009561398,1,0.0
226960,5778,0.304511278,interpreting-linear-equations,104051001,1,0,0,0,0,0,0,0.18518518,0,0,0.768900735,1,0.0
231924,5919,0.23062381899999998,interpreting-linear-equations,104051082,1,1,0,0,0,0,0,0.25,1,1,0.009561398,0,0.0
231925,5919,0.23062381899999998,interpreting-linear-equations,104051082,2,0,0,0,0,0,0,0.25,1,1,0.65971998,1,0.0
231926,5919,0.23062381899999998,interpreting-linear-equations,104051082,3,1,0,0,0,0,0,0.25,1,1,0.65971998,1,0.0
231982,5919,0.23062381899999998,multiplying-decimals,104050725,1,0,0,1,1,1,1,0.0,0,0,0.0,0,0.0
231986,5919,0.23062381899999998,multiplying-decimals,104050727,1,0,0,0,0,1,1,0.0,0,0,0.0,0,0.0
231987,5919,0.23062381899999998,multiplying-decimals,104050727,2,0,0,1,1,1,0,0.0,0,0,0.0,1,0.0
231988,5919,0.23062381899999998,multiplying-decimals,104050727,3,0,0,0,1,1,0,0.0,0,0,0.0,1,0.0
231989,5919,0.23062381899999998,multiplying-decimals,104050727,4,1,0,0,1,1,0,0.0,0,0,0.0,1,0.0
231996,5919,0.23062381899999998,discount,104050728,1,0,0,1,1,1,1,0.0,0,0,0.0,0,0.0
232003,5919,0.23062381899999998,discount,104050731,1,0,0,1,1,1,1,0.0,0,0,0.0,-1,0.0
232004,5919,0.23062381899999998,discount,104050731,2,1,0,0,1,1,0,0.0,0,0,0.0,1,0.0
232008,5919,0.23062381899999998,symbolization-articulation,104050945,1,0,0,1,1,1,1,0.0,0,0,0.0,0,0.0
232009,5919,0.23062381899999998,symbolization-articulation,104050945,2,0,0,0,1,1,0,0.0,0,0,0.0,1,0.0
232010,5919,0.23062381899999998,symbolization-articulation,104050946,1,0,0,1,1,4,1,0.0,0,0,0.0,-1,0.0
232011,5919,0.23062381899999998,symbolization-articulation,104050946,2,0,0,1,2,4,0,0.0,0,0,0.0,0,0.0
232012,5919,0.23062381899999998,symbolization-articulation,104050946,3,0,0,0,2,4,0,0.0,0,0,1.0,1,0.0
232013,5919,0.23062381899999998,symbolization-articulation,104050946,4,0,0,1,3,4,0,0.0,0,0,1.0,1,0.0
232014,5919,0.23062381899999998,symbolization-articulation,104050946,5,0,0,1,4,4,0,0.0,0,0,1.0,1,0.0
232015,5919,0.23062381899999998,symbolization-articulation,104050946,6,1,0,0,4,4,0,0.0,0,0,0.0,1,0.0
232016,5919,0.23062381899999998,equation-concept,104051044,1,0,0,1,1,1,1,0.0,0,0,0.0,1,0.0
232017,5919,0.23062381899999998,equation-concept,104051045,1,0,0,1,1,2,1,0.0,0,0,0.0,-1,0.0
232018,5919,0.23062381899999998,equation-concept,104051045,2,0,0,1,2,2,0,0.0,0,0,0.0,0,0.0
232019,5919,0.23062381899999998,equation-concept,104051045,3,1,0,0,2,2,0,0.0,0,0,0.0,1,0.0
232026,5919,0.23062381899999998,equation-concept,104051047,1,0,0,1,1,2,1,0.0,0,0,0.0,-1,0.0
232027,5919,0.23062381899999998,equation-concept,104051047,2,0,0,1,2,2,0,0.0,0,0,0.0,0,0.0
232028,5919,0.23062381899999998,equation-concept,104051047,3,0,0,0,2,2,0,0.0,0,0,0.0,0,0.0
232029,5919,0.23062381899999998,equation-concept,104051047,4,0,0,0,2,2,0,0.0,0,0,0.0,1,0.0
232030,5919,0.23062381899999998,equation-concept,104051047,5,0,0,0,2,2,0,0.0,0,0,0.0,1,0.0
232031,5919,0.23062381899999998,equation-concept,104051047,6,1,0,0,2,2,0,0.0,0,0,0.0,1,0.0
232032,5919,0.23062381899999998,inducing-functions,104050705,1,0,0,1,1,1,1,0.0,0,0,0.0,-4,0.0
232037,5919,0.23062381899999998,inducing-functions,104050713,1,0,0,1,1,1,1,0.0,0,0,0.0,0,0.0
232038,5919,0.23062381899999998,inducing-functions,104050713,2,0,0,0,1,1,0,0.0,0,0,0.0,1,0.0
232039,5919,0.23062381899999998,inducing-functions,104050713,3,1,0,0,1,1,0,0.0,0,0,0.0,1,0.0
232044,5919,0.23062381899999998,inducing-functions,104050715,1,0,0,0,0,0,1,0.0,0,0,0.0,0,0.0
232045,5919,0.23062381899999998,inducing-functions,104050715,2,1,0,0,0,0,0,0.0,0,0,0.0,1,0.0
232046,5919,0.23062381899999998,inducing-functions,104050716,1,0,0,0,0,0,1,0.0,0,0,0.0,0,0.0
232047,5919,0.23062381899999998,inducing-functions,104050716,2,1,0,0,0,0,0,0.0,0,0,0.0,1,0.0
232052,5919,0.23062381899999998,inducing-functions,104050718,1,1,0,0,0,0,1,0.0,0,0,0.0,0,0.0
232053,5919,0.23062381899999998,inducing-functions,104050719,1,1,0,0,0,0,1,0.0,0,0,0.0,0,0.0
232058,5919,0.23062381899999998,inducing-functions,104050707,1,0,0,0,0,0,1,0.0,0,0,0.0,0,0.0
232059,5919,0.23062381899999998,inducing-functions,104050707,2,1,0,0,0,0,0,0.0,0,0,0.009561398,1,0.0
232064,5919,0.23062381899999998,inducing-functions,104050709,1,1,0,0,0,0,1,0.0,0,0,0.0,0,0.0
232069,5919,0.23062381899999998,inducing-functions,104050711,1,1,0,0,0,0,1,0.0,0,0,0.0,0,0.0
232070,5919,0.23062381899999998,inducing-functions,104050712,1,0,0,0,0,0,1,0.0,0,0,0.0,1,0.0
232071,5919,0.23062381899999998,inducing-functions,104050712,2,1,0,0,0,0,0,0.0,0,0,0.0,1,0.0
232072,5919,0.23062381899999998,fractions,104050685,1,1,0,0,0,0,0,0.0,0,0,0.009561398,0,0.0
232107,5919,0.23062381899999998,subtraction,104050701,1,0,0,1,1,3,1,0.0,0,0,0.0,-1,0.0
232108,5919,0.23062381899999998,subtraction,104050701,2,0,0,1,2,3,0,0.0,0,0,0.0,-2,0.0
232109,5919,0.23062381899999998,subtraction,104050701,3,0,0,1,3,3,0,0.0,0,0,1.0,-3,0.0
232110,5919,0.23062381899999998,subtraction,104050701,4,1,0,0,3,3,0,0.0,0,0,1.0,0,0.0
232140,5919,0.23062381899999998,multiplication,104050963,1,1,0,0,0,0,0,0.0,0,0,0.009561398,1,0.0
232141,5919,0.23062381899999998,division,104050958,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0
232142,5919,0.23062381899999998,division,104050958,2,1,0,0,0,0,0,0.0,0,0,0.009561398,1,0.0
232143,5919,0.23062381899999998,graph interpretation,104050195,1,1,0,0,0,0,0,0.0,0,0,0.009561398,0,0.0
232179,5919,0.23062381899999998,linear-area-volume-conversion,104050859,1,0,0,0,0,0,0,0.0,0,0,0.009561398,0,0.0
232180,5919,0.23062381899999998,linear-area-volume-conversion,104050859,2,1,0,0,0,0,0,0.0,0,0,0.009561398,1,0.0
232181,5919,0.23062381899999998,finding-percents,104050924,1,1,0,0,0,0,0,0.0,0,0,0.009561398,1,0.0
232187,5919,0.23062381899999998,median,104050937,1,0,0,1,1,1,1,0.0,0,0,0.0,-1,0.0
232188,5919,0.23062381899999998,median,104050937,2,1,0,0,1,1,0,0.0,0,0,0.0,1,0.0
232189,5919,0.23062381899999998,median,104050938,1,0,0,1,1,1,1,0.0,0,0,0.0,-1,0.0
232190,5919,0.23062381899999998,median,104050938,2,1,0,0,1,1,0,0.0,0,0,0.0,0,0.0
232194,5919,0.23062381899999998,proportion,104051421,1,0,0,0,0,0,0,0.0,0,0,0.0,1,0.0
232196,5919,0.23062381899999998,proportion,104051423,1,0,0,1,1,3,1,0.5,1,1,0.0,1,0.0
232197,5919,0.23062381899999998,proportion,104051423,2,0,0,1,2,3,0,0.5,1,1,0.0,1,0.0
232198,5919,0.23062381899999998,proportion,104051423,3,0,0,1,3,3,0,0.5,1,1,0.0,1,0.0
232199,5919,0.23062381899999998,proportion,104051423,4,1,0,0,3,3,0,0.5,1,1,0.0,1,0.0
232200,5919,0.23062381899999998,proportion,104051424,1,0,0,1,1,2,1,0.33333334,1,1,0.0,0,0.0
232201,5919,0.23062381899999998,proportion,104051424,2,0,0,1,2,2,0,0.33333334,1,1,0.0,1,0.0
232202,5919,0.23062381899999998,proportion,104051424,3,1,0,0,2,2,0,0.33333334,1,1,0.0,1,0.0
232203,5919,0.23062381899999998,proportion,104050546,1,0,0,1,1,1,1,0.25,1,1,0.0,1,0.0
232204,5919,0.23062381899999998,proportion,104050547,1,0,0,1,1,4,1,0.2,1,1,0.0,-1,0.0
232205,5919,0.23062381899999998,proportion,104050547,2,0,0,1,2,4,0,0.2,1,1,0.0,0,0.0
232206,5919,0.23062381899999998,proportion,104050547,3,0,0,1,3,4,0,0.2,1,1,0.0,0,0.0
232207,5919,0.23062381899999998,proportion,104050547,4,0,0,1,4,4,0,0.2,1,1,0.0,1,0.0
232208,5919,0.23062381899999998,proportion,104050547,5,1,0,0,4,4,0,0.2,1,1,0.0,1,0.0
232209,5919,0.23062381899999998,proportion,104050548,1,0,0,1,1,1,1,0.16666667,0,1,0.0,0,0.0
232210,5919,0.23062381899999998,proportion,104050548,2,0,0,0,1,1,0,0.16666667,0,1,0.0,1,0.0
232211,5919,0.23062381899999998,proportion,104050548,3,1,0,0,1,1,0,0.16666667,0,1,0.0,1,0.0
232212,5919,0.23062381899999998,proportion,104050549,1,0,0,1,1,2,1,0.14285715,0,1,0.0,1,0.0
232213,5919,0.23062381899999998,proportion,104050549,2,0,0,1,2,2,0,0.14285715,0,1,0.0,1,0.0
232214,5919,0.23062381899999998,proportion,104050549,3,1,0,0,2,2,0,0.14285715,0,1,0.0,1,0.0
232215,5919,0.23062381899999998,finding-percents,104050479,1,0,0,1,1,2,1,0.0,0,0,0.0,0,0.0
232222,5919,0.23062381899999998,finding-percents,104050481,1,0,0,1,1,1,1,0.0,0,0,0.0,1,0.0
232223,5919,0.23062381899999998,finding-percents,104050481,2,1,0,0,1,1,0,0.0,0,0,1.0,1,0.0
232224,5919,0.23062381899999998,fraction-multiplication,104050513,1,0,0,1,1,1,1,0.0,0,0,0.586453947,-4,0.0
232240,5919,0.23062381899999998,probability,104050830,1,0,0,1,1,2,1,0.0,0,0,0.586453947,-1,0.0
232241,5919,0.23062381899999998,probability,104050830,2,0,0,0,1,2,0,0.0,0,0,0.0,-1,0.0
232242,5919,0.23062381899999998,probability,104050830,3,0,0,1,2,2,0,0.0,0,0,0.0,-2,0.0
232243,5919,0.23062381899999998,probability,104050830,4,0,0,0,2,2,0,0.0,0,0,0.0,0,0.0
232244,5919,0.23062381899999998,probability,104050830,5,0,0,0,2,2,0,0.0,0,0,0.0,1,0.0
232245,5919,0.23062381899999998,probability,104050830,6,1,0,0,2,2,0,0.0,0,0,0.0,1,0.0
232265,5919,0.23062381899999998,exponents,104050470,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0
232266,5919,0.23062381899999998,multiplying-positive-negative-numbers,104050471,1,0,0,1,1,3,1,0.0,0,0,0.0,0,0.0
232267,5919,0.23062381899999998,multiplying-positive-negative-numbers,104050471,2,0,0,1,2,3,0,0.0,0,0,0.0,1,0.0
232268,5919,0.23062381899999998,multiplying-positive-negative-numbers,104050471,3,0,0,1,3,3,0,0.0,0,0,0.0,1,0.0
232269,5919,0.23062381899999998,multiplying-positive-negative-numbers,104050471,4,0,0,0,3,3,0,0.0,0,0,0.0,1,0.0
232270,5919,0.23062381899999998,multiplying-positive-negative-numbers,104050471,5,1,0,0,3,3,0,0.0,0,0,0.0,1,0.0
232275,5919,0.23062381899999998,exponents,104050473,1,0,0,1,1,3,1,0.5,1,1,0.0,0,0.0
232276,5919,0.23062381899999998,exponents,104050473,2,0,0,1,2,3,0,0.5,1,1,0.0,0,0.0
232277,5919,0.23062381899999998,exponents,104050473,3,0,0,1,3,3,0,0.5,1,1,0.0,1,0.0
232278,5919,0.23062381899999998,exponents,104050473,4,1,0,0,3,3,0,0.5,1,1,0.0,1,0.0
232279,5919,0.23062381899999998,multiplication,104050559,1,0,0,1,1,1,1,0.0,0,0,0.0,1,0.0
232280,5919,0.23062381899999998,multiplication,104050560,1,0,0,1,1,1,1,0.0,0,0,0.0,-1,0.0
232281,5919,0.23062381899999998,multiplication,104050560,2,1,0,0,1,1,0,0.0,0,0,1.0,0,0.0
232282,5919,0.23062381899999998,multiplication,104050561,1,0,0,1,1,2,1,0.0,0,0,0.0,-1,0.0
232283,5919,0.23062381899999998,multiplication,104050561,2,0,0,1,2,2,0,0.0,0,0,0.0,0,0.0
232284,5919,0.23062381899999998,multiplication,104050561,3,0,0,0,2,2,0,0.0,0,0,0.0,1,0.0
232285,5919,0.23062381899999998,multiplication,104050561,4,0,0,0,2,2,0,0.0,0,0,0.0,1,0.0
232286,5919,0.23062381899999998,multiplication,104050561,5,1,0,0,2,2,0,0.0,0,0,0.0,1,0.0
232287,5919,0.23062381899999998,multiplication,104050562,1,0,0,1,1,4,1,0.0,0,0,0.0,-1,0.0
232288,5919,0.23062381899999998,multiplication,104050562,2,0,0,1,2,4,0,0.0,0,0,0.0,0,0.0
232289,5919,0.23062381899999998,multiplication,104050562,3,0,0,1,3,4,0,0.0,0,0,0.0,0,0.0
232290,5919,0.23062381899999998,multiplication,104050562,4,0,0,1,4,4,0,0.0,0,0,0.0,1,0.0
232291,5919,0.23062381899999998,multiplication,104050562,5,1,0,0,4,4,0,0.0,0,0,0.0,1,0.0
232292,5919,0.23062381899999998,multiplication,104050563,1,0,0,1,1,2,1,0.0,0,0,0.0,-1,0.0
232293,5919,0.23062381899999998,multiplication,104050563,2,0,0,1,2,2,0,0.0,0,0,0.0,0,0.0
232294,5919,0.23062381899999998,multiplication,104050563,3,1,0,0,2,2,0,0.0,0,0,0.0,1,0.0
232298,5919,0.23062381899999998,scientific-notation,104050458,1,0,0,1,1,2,1,0.0,0,0,0.0,-1,0.0
232299,5919,0.23062381899999998,scientific-notation,104050458,2,0,0,1,2,2,0,0.0,0,0,0.0,0,0.0
232300,5919,0.23062381899999998,scientific-notation,104050458,3,1,0,0,2,2,0,0.0,0,0,0.0,1,0.0
232301,5919,0.23062381899999998,fraction-multiplication,104050513,2,0,0,0,1,1,0,0.0,0,0,0.0,0,0.0
232324,5919,0.23062381899999998,percent-of,104050440,1,0,0,1,1,2,1,0.16666667,0,1,0.0,-1,0.0
232325,5919,0.23062381899999998,percent-of,104050440,2,0,0,1,2,2,0,0.16666667,0,1,0.0,-2,0.0
232326,5919,0.23062381899999998,percent-of,104050440,3,1,0,0,2,2,0,0.16666667,0,1,0.0,1,0.0
232338,5919,0.23062381899999998,finding-percents,104050479,2,0,0,1,2,2,0,0.0,0,0,0.0,1,0.0
232349,5919,0.23062381899999998,comparing-fractions,104050645,1,0,0,1,1,4,1,0.0,0,0,0.0,-1,0.0
232350,5919,0.23062381899999998,comparing-fractions,104050645,2,0,0,1,2,4,0,0.0,0,0,0.0,0,0.0
232351,5919,0.23062381899999998,comparing-fractions,104050645,3,0,0,1,3,4,0,0.0,0,0,0.0,1,0.0
232352,5919,0.23062381899999998,comparing-fractions,104050645,4,0,0,1,4,4,0,0.0,0,0,0.0,1,0.0
232353,5919,0.23062381899999998,comparing-fractions,104050645,5,1,0,0,4,4,0,0.0,0,0,0.0,1,0.0
232354,5919,0.23062381899999998,fraction-multiplication,104050640,1,0,0,1,1,1,1,0.25,0,0,0.0,-4,0.0
232374,5919,0.23062381899999998,probability,104050830,1,0,0,1,1,3,1,0.0,0,0,0.0,-1,0.0
232375,5919,0.23062381899999998,probability,104050830,2,0,0,0,1,3,0,0.0,0,0,0.0,-1,0.0
232376,5919,0.23062381899999998,probability,104050830,3,0,0,1,2,3,0,0.0,0,0,0.0,-2,0.0
232377,5919,0.23062381899999998,probability,104050830,4,0,0,0,2,3,0,0.0,0,0,0.712535061,0,0.0
232378,5919,0.23062381899999998,probability,104050830,5,0,0,1,3,3,0,0.0,0,0,0.712535061,1,0.0
232379,5919,0.23062381899999998,probability,104050830,6,0,0,0,3,3,0,0.0,0,0,0.712535061,1,0.0
232380,5919,0.23062381899999998,probability,104050830,7,1,0,0,3,3,0,0.0,0,0,0.0,1,0.0
232401,5919,0.23062381899999998,probability,104050817,1,1,0,0,0,0,0,0.0,0,0,0.0,0,0.0
232402,5919,0.23062381899999998,probability,104050785,1,0,0,1,1,1,1,0.0,0,0,0.0,0,0.0
232407,5919,0.23062381899999998,probability,104050787,1,0,0,1,1,1,1,0.0,0,0,0.0,-1,0.0
232408,5919,0.23062381899999998,probability,104050787,2,1,0,0,1,1,0,0.0,0,0,0.0,1,0.0
232409,5919,0.23062381899999998,probability,104050788,1,0,0,1,1,3,1,0.0,0,0,0.0,-1,0.0
232410,5919,0.23062381899999998,probability,104050788,2,0,0,1,2,3,0,0.0,0,0,0.0,0,0.0
232411,5919,0.23062381899999998,probability,104050788,3,0,0,1,3,3,0,0.0,0,0,0.0,0,0.0
232412,5919,0.23062381899999998,probability,104050788,4,1,0,0,3,3,0,0.0,0,0,0.0,1,0.0
232413,5919,0.23062381899999998,probability,104050739,1,1,0,0,0,0,0,0.0,0,0,0.009561398,1,0.0
232419,5919,0.23062381899999998,probability,104050797,1,1,0,0,0,0,1,0.04761905,1,1,0.009561398,0,0.0
232421,5919,0.23062381899999998,probability,104050799,1,0,0,1,1,3,1,0.04347826,1,1,0.0,0,0.0
232422,5919,0.23062381899999998,probability,104050799,2,0,0,1,2,3,0,0.04347826,1,1,0.0,0,0.0
232423,5919,0.23062381899999998,probability,104050799,3,0,0,1,3,3,0,0.04347826,1,1,0.0,1,0.0
232424,5919,0.23062381899999998,probability,104050799,4,1,0,0,3,3,0,0.04347826,1,1,0.0,1,0.0
232438,5919,0.23062381899999998,least-common-multiple,104050842,1,0,0,1,1,3,1,0.0,0,0,0.586453947,0,0.0
232439,5919,0.23062381899999998,least-common-multiple,104050842,2,0,0,1,2,3,0,0.0,0,0,0.586453947,0,0.0
232440,5919,0.23062381899999998,least-common-multiple,104050842,3,0,0,1,3,3,0,0.0,0,0,0.586453947,0,0.0
232441,5919,0.23062381899999998,least-common-multiple,104050842,4,1,0,0,3,3,0,0.0,0,0,0.0,1,0.0
232442,5919,0.23062381899999998,probability,104050748,1,0,0,1,1,3,1,0.041666668,1,1,0.0,1,0.0
232443,5919,0.23062381899999998,probability,104050748,2,0,0,1,2,3,0,0.041666668,1,1,0.0,1,0.0
232444,5919,0.23062381899999998,probability,104050748,3,0,0,1,3,3,0,0.041666668,1,1,0.0,1,0.0
232445,5919,0.23062381899999998,probability,104050748,4,0,0,0,3,3,0,0.041666668,1,1,0.0,1,0.0
232451,5919,0.23062381899999998,probability,104050750,1,1,0,0,0,0,1,0.03846154,0,1,0.0,0,0.0
232457,5919,0.23062381899999998,combinatorics,104050808,1,0,0,1,1,3,1,1.0,1,1,0.0,0,0.0
232458,5919,0.23062381899999998,combinatorics,104050808,2,0,0,1,2,3,0,1.0,1,1,0.0,0,0.0
232459,5919,0.23062381899999998,combinatorics,104050808,3,0,0,1,3,3,0,1.0,1,1,0.0,0,0.0
232460,5919,0.23062381899999998,combinatorics,104050808,4,1,0,0,3,3,0,1.0,1,1,0.0,1,0.0
232461,5919,0.23062381899999998,combinatorics,104050809,1,0,0,1,1,3,1,0.5,1,1,0.0,-1,0.0
232462,5919,0.23062381899999998,combinatorics,104050809,2,0,0,1,2,3,0,0.5,1,1,0.0,0,0.0
232463,5919,0.23062381899999998,combinatorics,104050809,3,0,0,1,3,3,0,0.5,1,1,0.0,1,0.0
232464,5919,0.23062381899999998,combinatorics,104050809,4,1,0,0,3,3,0,0.5,1,1,0.0,1,0.0
232465,5919,0.23062381899999998,probability,104050767,1,0,0,1,1,2,1,0.035714287000000004,0,0,0.0,0,0.0
232466,5919,0.23062381899999998,probability,104050767,2,0,0,1,2,2,0,0.035714287000000004,0,0,0.0,1,0.0
232467,5919,0.23062381899999998,probability,104050767,3,0,0,0,2,2,0,0.035714287000000004,0,0,0.0,1,0.0
232477,5919,0.23062381899999998,probability,104050770,1,1,0,0,0,0,1,0.032258063999999996,0,0,0.009561398,0,0.0
232478,5919,0.23062381899999998,equivalent-fractions-decimals-percents,104050776,1,0,0,1,1,1,1,0.0,0,0,0.0,0,0.0
232490,5919,0.23062381899999998,probability,104050763,1,0,0,1,1,1,1,0.028571429,0,0,0.0,0,0.0
232505,5919,0.23062381899999998,probability,104050735,1,0,0,0,0,0,0,0.025641026,0,0,0.65971998,1,0.0
232515,5919,0.23062381899999998,probability,104050738,1,0,0,1,1,3,1,0.04761905,1,1,0.0,0,0.0
232516,5919,0.23062381899999998,probability,104050738,2,0,0,1,2,3,0,0.04761905,1,1,0.0,0,0.0
232517,5919,0.23062381899999998,probability,104050738,3,0,0,1,3,3,0,0.04761905,1,1,0.0,1,0.0
232518,5919,0.23062381899999998,probability,104050738,4,1,0,0,3,3,0,0.04761905,1,1,0.0,1,0.0
232564,5919,0.23062381899999998,evaluating-functions,104051041,1,0,0,1,1,3,1,0.5,2,2,0.0,-1,0.0
232565,5919,0.23062381899999998,evaluating-functions,104051041,2,0,0,1,2,3,0,0.5,2,2,0.0,-2,0.0
232566,5919,0.23062381899999998,evaluating-functions,104051041,3,0,0,1,3,3,0,0.5,2,2,0.0,-3,0.0
232567,5919,0.23062381899999998,evaluating-functions,104051041,4,1,0,0,3,3,0,0.5,2,2,0.0,1,0.0
232568,5919,0.23062381899999998,evaluating-functions,104051042,1,0,0,0,0,2,0,0.4,2,2,0.0,0,0.0
232569,5919,0.23062381899999998,evaluating-functions,104051042,2,0,0,1,1,2,0,0.4,2,2,0.0,-1,0.0
232570,5919,0.23062381899999998,evaluating-functions,104051042,3,0,0,1,2,2,0,0.4,2,2,0.0,-5,0.0
232571,5919,0.23062381899999998,probability,104050753,1,1,0,0,0,0,0,0.06122449,1,1,0.009561398,0,0.0
232578,5919,0.23062381899999998,combinatorics,104050805,1,0,0,1,1,2,1,0.16666667,0,1,0.0,-1,0.0
232579,5919,0.23062381899999998,combinatorics,104050805,2,0,0,1,2,2,0,0.16666667,0,1,0.0,-2,0.0
232580,5919,0.23062381899999998,combinatorics,104050805,3,1,0,0,2,2,0,0.16666667,0,1,0.0,1,0.0
232610,5919,0.23062381899999998,least-common-multiple,104050838,1,0,0,1,1,3,1,0.0,0,0,0.0,0,0.0
232611,5919,0.23062381899999998,least-common-multiple,104050838,2,0,0,1,2,3,0,0.0,0,0,0.0,0,0.0
232612,5919,0.23062381899999998,least-common-multiple,104050838,3,0,0,1,3,3,0,0.0,0,0,0.0,0,0.0
232613,5919,0.23062381899999998,least-common-multiple,104050838,4,1,0,0,3,3,0,0.0,0,0,0.0,1,0.0
232614,5919,0.23062381899999998,probability,104050812,1,0,0,0,0,0,0,0.078431375,1,2,0.768900735,0,0.0
232622,5919,0.23062381899999998,probability,104050815,1,0,0,1,1,2,1,0.09259259,2,2,0.0,-1,0.0
232623,5919,0.23062381899999998,probability,104050815,2,0,0,1,2,2,0,0.09259259,2,2,0.0,0,0.0
232624,5919,0.23062381899999998,probability,104050815,3,1,0,0,2,2,0,0.09259259,2,2,0.0,1,0.0
232625,5919,0.23062381899999998,probability,104050780,1,0,0,1,1,1,1,0.09090909,2,2,0.0,0,0.0
232637,5919,0.23062381899999998,probability,104050789,1,0,0,0,0,0,0,0.084745765,0,1,0.768900735,0,0.0
232643,5919,0.23062381899999998,probability,104050791,1,0,0,1,1,4,1,0.09836066,1,1,0.0,-1,0.0
232644,5919,0.23062381899999998,probability,104050791,2,0,0,1,2,4,0,0.09836066,1,1,0.0,0,0.0
232645,5919,0.23062381899999998,probability,104050791,3,0,0,0,2,4,0,0.09836066,1,1,0.0,1,0.0
232646,5919,0.23062381899999998,probability,104050791,4,0,0,1,3,4,0,0.09836066,1,1,0.768900735,1,0.0
232647,5919,0.23062381899999998,probability,104050791,5,0,0,1,4,4,0,0.09836066,1,1,0.768900735,1,0.0
232648,5919,0.23062381899999998,probability,104050791,6,1,0,0,4,4,0,0.09836066,1,1,0.0,1,0.0
232653,5919,0.23062381899999998,probability,104050793,1,0,0,1,1,3,1,0.0952381,1,1,0.0,0,0.0
232654,5919,0.23062381899999998,probability,104050793,2,0,0,1,2,3,0,0.0952381,1,1,0.0,0,0.0
232655,5919,0.23062381899999998,probability,104050793,3,0,0,1,3,3,0,0.0952381,1,1,0.0,1,0.0
232656,5919,0.23062381899999998,probability,104050793,4,1,0,0,3,3,0,0.0952381,1,1,0.0,1,0.0
232657,5919,0.23062381899999998,equivalent-fractions-decimals-percents,104050772,1,0,0,1,1,1,1,0.0,0,0,0.0,1,0.0
232666,5919,0.23062381899999998,probability,104050775,1,0,0,1,1,3,1,0.09090909,0,1,0.0,-1,0.0
232667,5919,0.23062381899999998,probability,104050775,2,0,0,1,2,3,0,0.09090909,0,1,0.0,0,0.0
232668,5919,0.23062381899999998,probability,104050775,3,0,0,1,3,3,0,0.09090909,0,1,0.0,0,0.0
232669,5919,0.23062381899999998,probability,104050775,4,1,0,0,3,3,0,0.09090909,0,1,0.0,1,0.0
232670,5919,0.23062381899999998,multiplying-decimals,104051160,1,0,0,1,1,1,1,0.0,0,0,0.0,0,0.0
232671,5919,0.23062381899999998,multiplying-decimals,104051161,1,0,0,1,1,3,1,0.0,0,0,0.0,0,0.0
232672,5919,0.23062381899999998,multiplying-decimals,104051161,2,0,0,1,2,3,0,0.0,0,0,0.0,0,0.0
232673,5919,0.23062381899999998,multiplying-decimals,104051161,3,0,0,1,3,3,0,0.0,0,0,0.0,0,0.0
232674,5919,0.23062381899999998,multiplying-decimals,104051161,4,1,0,0,3,3,0,0.0,0,0,0.0,1,0.0
232685,5919,0.23062381899999998,multiplying-decimals,104051163,1,0,0,1,1,3,1,0.0,0,0,0.0,0,0.0
232686,5919,0.23062381899999998,multiplying-decimals,104051163,2,0,0,1,2,3,0,0.0,0,0,0.0,0,0.0
232687,5919,0.23062381899999998,multiplying-decimals,104051163,3,0,0,1,3,3,0,0.0,0,0,0.0,0,0.0
232688,5919,0.23062381899999998,multiplying-decimals,104051163,4,1,0,0,3,3,0,0.0,0,0,0.0,1,0.0
232698,5919,0.23062381899999998,properties-of-geometric-figures,104051119,1,0,0,1,1,1,1,0.0,0,0,0.0,-1,0.0
232699,5919,0.23062381899999998,properties-of-geometric-figures,104051119,2,1,0,0,1,1,0,0.0,0,0,0.0,0,0.0
232700,5919,0.23062381899999998,finding-percents,104050479,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0
232704,5919,0.23062381899999998,finding-percents,104050481,1,1,0,0,0,0,1,0.125,1,1,0.0,1,0.0
232705,5919,0.23062381899999998,algebraic-manipulation,104050523,1,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0
232736,5919,0.23062381899999998,square-root,104050465,1,0,0,1,1,2,1,0.0,0,0,0.0,-1,0.0
232737,5919,0.23062381899999998,square-root,104050465,2,0,0,1,2,2,0,0.0,0,0,0.0,-2,0.0
232738,5919,0.23062381899999998,square-root,104050465,3,1,0,0,2,2,0,0.0,0,0,0.0,1,0.0
232739,5919,0.23062381899999998,square-root,104050466,1,0,0,1,1,2,1,0.0,0,0,0.0,0,0.0
232740,5919,0.23062381899999998,square-root,104050466,2,0,0,1,2,2,0,0.0,0,0,0.0,0,0.0
232741,5919,0.23062381899999998,square-root,104050466,3,1,0,0,2,2,0,0.0,0,0,0.0,1,0.0
